% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 3 - GPPLV__02.16 GPPLV__02.17 GPPLV__02.18 GPPLV__02.19 GPPLV__02.20 GPPLV__02.21
% GPPLV__02.16 (degC),GPPLV__02.17 (degC),GPPLV__02.18 (degC),GPPLV__02.19 (degC),GPPLV__02.20 (degC),GPPLV__02.21 (degC)
691.8861638806014,677.9072239146631,677.8553715136394,691.7451048418221,678.1018454509239,678.1553107464948
