% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 9 - GPPLV__02.27
% GPPLV__02.27 (degC)
787.2319840368153
