% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 7 - GPPLV__02.2
% GPPLV__02.2 (degC)
91.78099621873577
