Name,Value,Target,Condition,Dimension,Description,Comments,
Average Temperature on Glass Surface,1099.9999999999986,,,(degC),,
Average Temperature on Wall_1,1069.3876994102357,,,(degC),,
Average Temperature on Wall_2,1063.987469637639,,,(degC),,
Average Temperature on Wall_3,1066.5622586313973,,,(degC),,
