% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 4 - GPPLV__02.10 GPPLV__02.11 GPPLV__02.12 GPPLV__02.13 GPPLV__02.14 GPPLV__02.15
% GPPLV__02.10 (degC),GPPLV__02.11 (degC),GPPLV__02.12 (degC),GPPLV__02.13 (degC),GPPLV__02.14 (degC),GPPLV__02.15 (degC)
680.4796990511477,669.4241926711545,669.3696248044167,680.3404108532308,669.415288147923,669.4678745759818
