Name,Value,Target,Condition,Dimension,Description,Comments,
GPPLV__02.4,565.0982621719801,,,(degC),,
GPPLV__02.5,613.0676859350962,,,(degC),,
GPPLV__02.6,613.0150395013858,,,(degC),,
GPPLV__02.7,564.9883106056568,,,(degC),,
GPPLV__02.8,612.3368468048294,,,(degC),,
GPPLV__02.9,612.3911368767828,,,(degC),,
