% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 1 - GPPLV__02.24 GPPLV__02.25
% GPPLV__02.24 (degC),GPPLV__02.25 (degC)
310.3696365278921,309.7770415449053
