% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 6 - GPPLV__02.3
% GPPLV__02.3 (degC)
242.8193598278309
