% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 2 - GPPLV__02.22 GPPLV__02.23
% GPPLV__02.22 (degC),GPPLV__02.23 (degC)
575.3598929324603,575.182636518235
