% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 8 - GPPLV__02.1
% GPPLV__02.1 (degC)
42.84211733886002
