% Model,4june_stationary_direct_fullycoupled_v3_out_2.mph
% Version,COMSOL 6.1.0.282
% Date,"Sep 19 2023, 15:25"
% Table,Table 5 - GPPLV__02.4 GPPLV__02.5 GPPLV__02.6 GPPLV__02.7 GPPLV__02.8 GPPLV__02.9
% GPPLV__02.4 (degC),GPPLV__02.5 (degC),GPPLV__02.6 (degC),GPPLV__02.7 (degC),GPPLV__02.8 (degC),GPPLV__02.9 (degC)
565.0982621719801,613.0676859350962,613.0150395013858,564.9883106056568,612.3368468048294,612.3911368767828
