Name,Value,Target,Condition,Dimension,Description,Comments,
GPPLV__02.4,565.1,,,(degC),,
GPPLV__02.5,613.1,,,(degC),,
GPPLV__02.6,613.0,,,(degC),,
GPPLV__02.7,565.0,,,(degC),,
GPPLV__02.8,612.3,,,(degC),,
GPPLV__02.9,612.4,,,(degC),,
