Name,Value,Target,Condition,Dimension,Description,Comments,
GPPLV__02.10,680.5,,,(degC),,
GPPLV__02.11,669.4,,,(degC),,
GPPLV__02.12,669.4,,,(degC),,
GPPLV__02.13,680.3,,,(degC),,
GPPLV__02.14,669.4,,,(degC),,
GPPLV__02.15,669.5,,,(degC),,
