% Model,Furnace_axisym_emmisivity_study_20230825_5.mph
% Version,COMSOL 5.6.0.280
% Date,"Aug 28 2023, 14:07"
% Table,Table 1 - 
% Average Temperature on Glass Surface (degC),Average Temperature on Wall_1 (degC),Average Temperature on Wall_2 (degC),Average Temperature on Wall_3 (degC)
1099.9999999999986,1069.3876994102357,1063.987469637639,1066.5622586313973
